State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,sex_ration
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,1509708,171581,1148,463,2875,256,145,104176,2217,865.1240712863595
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,3981502,483750,4947,1286,7898,349,114,181467,8002,1023.9922718889962
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,1823930,147842,7050,4951,1203,7328,311,183340,8517,890.0463006744617
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,1075440,750368,5952,5295,189,517,21,89329,2825,910.0346774972002
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,1375788,273967,1263,504,2033,606,65,61491,2488,878.7265700132459
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,1612968,176327,1300,478,819,155,103,49753,2682,864.7024931093013
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,1372381,220423,2225,522,687,545,3,43753,1503,907.7216646690161
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,2928462,620244,5006,767,4619,383,133,127331,3486,960.6359543578164
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,1163804,33724,1351,1034,69,20390,41,77082,1079,905.727046805749
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,3537787,985070,20493,23883,3877,4975,504,582769,68506,916.8444369457034
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,815142,57454,965,389,94,234,157,42936,1316,878.2952152638102
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,1746649,100723,1729,475,8814,4161,38,79022,2642,880.986775413564
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,2310776,216933,3179,2872,883,2056,126,281239,8726,863.1683276949803
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,1769937,428555,2109,340,564,155,129,149908,2656,978.9631195226737
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,2183255,1185643,10582,24912,1855,18544,236,425624,23717,886.1849668874535
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,2292534,195765,2373,1133,341,701,27,145997,4447,902.7403753099516
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,2488265,2248392,13157,7555,1260,2426,382,281758,11690,906.3729183528511
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,2382914,1711453,6495,18601,1516,16345,60,368153,10077,889.0525085322831
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,1449007,489686,3510,84787,360,138,45,83006,2870,894.5925474019638
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,827293,25597,358,72,32,14077,27,71612,716,982.5468767133302
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,2731351,452394,3920,1451,7795,746,43,140538,5149,998.1140475130519
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,2975998,413243,3634,2424,722,397,602,247856,5184,943.2110614182142
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,1073890,1181337,9201,65316,384,1307,63,131112,3847,908.5219329530701
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,1966892,1454052,6523,18627,1937,10208,135,404499,9699,889.9572870924582
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,1300586,404410,1766,447,4393,95,35,79525,2031,972.2545466253323
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,2412595,527581,4630,51090,2312,301,84,115163,3889,871.5963553354917
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,3555450,893725,6579,11611,2663,1410,79,102040,3874,887.7867891737508
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,1738769,103567,3963,1649,1747,487,1907,95582,5149,917.5070829695761
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,3119590,650261,4453,1629,9989,426,336,233701,5956,983.2574770733726
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,2732016,363453,3574,1204,920,240,31,99466,3476,906.8718418096703
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,3107681,546987,7696,3309,1146,1898,298,336056,19214,913.1709591296334
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,611250,7752,1895,256,201,31,6,109876,1830,1138.6005957104724
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,257509,1440,397,46,102,7,16,47083,435,1090.4557373357143
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,385818,4395,428,323,190,11,23,71524,899,1018.6761241500894
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,249563,8693,870,336,24,28,6,37725,548,980.1563393708293
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,475105,6015,1401,260,185,13,30,95421,1344,1020.1708273089685
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,609835,7374,656,290,32,91,109,117239,1366,1077.047243830247
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,1104452,372267,6064,162768,505,738,159,254802,7883,920.0449939041644
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,324859,3554,353,167,563,74,105,52621,602,957.8402937181563
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,3865,386,260,2904,260694,334670,4273,956.7399943963724
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,1049943,32323,945.4950718308478
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,10906,582,258,1152,6051,333752,5210,955.6451432783151
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,1232850,412788,24794,276,148,323,2786,168069,2518,955.5272462987008
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,1366681,105086,141848,2032,209240,1840,15523,297176,10943,970.4510706218879
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,796953,30751,939.3762603371135
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,965258,31725,960.8616053204428
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,382500,9322,952.9606709617037
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,927602,136618,907.9934113102446
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,13209,747,359,639,7929,297716,5357,944.3164918468605
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,541169,7951,958.2857807608632
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,33835,849,514,281,16893,623729,12787,947.268939862113
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,8646,622,209,3052,309029,189889,3551,957.3298793049547
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,16702,477,432,1324,1622,199307,2883,938.7530898104917
